Call Id;VIP;Time of Day;Topic;Answered (Y/N);Resolved;Hold Time;Call Time;Satisfaction rating;missing values;Repeat Call
C0077;0;Morning;Loyalty Program;Y;Y;153;223;4;0;N
C0078;0;Afternoon;Business Related;N;N;-1;-1;-1;1;N
C0079;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
C0080;1;Evening;Loyalty Program;Y;Y;147;217;4;0;N
C0081;0;Evening;Loyalty Program;Y;Y;284;354;3;0;N
C0082;0;Morning;Technical Support;Y;Y;264;334;5;0;N
C0083;1;Evening;Loyalty Program;Y;Y;281;351;2;0;N
C0084;0;Evening;Business Related;Y;Y;257;328;4;0;N
C0085;0;Morning;Business Related;Y;Y;225;295;4;0;N
C0086;1;Afternoon;Business Related;Y;Y;281;351;1;0;N
C0087;0;Morning;Technical Support;Y;Y;207;277;2;0;N
C0088;0;Morning;Loyalty Program;Y;N;164;336;3;0;N
C0089;0;Afternoon;Business Related;N;N;-1;-1;-1;1;N
C0090;0;Morning;Business Related;Y;Y;73;143;3;0;N
C0091;0;Afternoon;Technical Support;Y;Y;259;329;4;0;N
C0092;1;Evening;Others;Y;Y;68;229;3;0;Y
C0093;0;Afternoon;Others;Y;N;194;334;1;0;N
C0094;0;Evening;Technical Support;Y;Y;116;249;3;0;N
C0095;0;Evening;Business Related;Y;Y;57;133;4;0;N
C0096;0;Afternoon;Technical Support;Y;Y;255;325;1;0;N
C0097;0;Morning;Loyalty Program;Y;Y;90;160;1;0;N
C0098;0;Morning;Business Related;Y;Y;141;211;5;0;Y
C0099;0;Afternoon;Loyalty Program;Y;Y;283;353;4;0;N
C0100;1;Evening;Others;Y;Y;203;347;4;0;Y
C0101;0;Evening;Loyalty Program;Y;N;121;335;4;0;N
C0102;0;Morning;Business Related;Y;Y;109;179;4;0;N
C0103;0;Evening;Loyalty Program;Y;Y;66;346;3;0;N
C0104;0;Afternoon;Technical Support;Y;Y;239;309;2;0;N
C0105;1;Afternoon;Technical Support;Y;Y;278;348;2;0;N
C0106;0;Morning;Technical Support;Y;Y;82;339;1;0;N
C0107;0;Morning;Business Related;Y;Y;76;261;4;0;Y
C0108;1;Evening;Loyalty Program;N;N;-1;-1;-1;1;Y
C0109;1;Morning;Business Related;Y;N;174;282;3;0;Y
C0110;1;Morning;Business Related;Y;Y;282;352;3;0;Y
C0111;0;Evening;Loyalty Program;Y;Y;251;321;5;0;N
C0112;0;Evening;Others;Y;N;273;343;3;0;N
C0113;0;Morning;Others;Y;Y;142;212;2;0;Y
C0114;1;Afternoon;Business Related;Y;Y;173;243;2;0;N
C0115;0;Afternoon;Technical Support;Y;Y;121;336;3;0;N
C0116;0;Afternoon;Technical Support;Y;N;172;242;5;0;N
C0117;0;Afternoon;Loyalty Program;Y;Y;300;370;1;0;N
C0118;0;Evening;Others;Y;Y;146;236;4;0;N
C0119;1;Morning;Technical Support;Y;Y;63;344;5;0;N
C0120;0;Morning;Business Related;Y;Y;296;366;3;0;N
C0121;0;Morning;Technical Support;Y;Y;148;225;5;0;N
C0122;0;Evening;Technical Support;Y;Y;248;347;3;0;N
C0123;0;Afternoon;Business Related;Y;Y;124;347;4;0;Y
C0124;1;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
C0125;1;Afternoon;Technical Support;Y;Y;144;261;3;0;N
C0126;0;Afternoon;Loyalty Program;Y;Y;196;266;5;0;Y
C0127;0;Afternoon;Loyalty Program;Y;Y;52;122;1;0;N
C0128;0;Afternoon;Others;Y;N;257;327;1;0;N
C0129;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
C0130;0;Evening;Loyalty Program;Y;Y;103;173;1;0;N
C0131;0;Afternoon;Loyalty Program;Y;Y;284;354;3;0;N
C0132;1;Afternoon;Others;Y;N;154;224;5;0;N
C0133;0;Evening;Others;Y;N;111;181;4;0;N
C0134;1;Morning;Business Related;Y;Y;53;226;3;0;N
C0135;0;Evening;Business Related;Y;Y;67;203;3;0;Y
C0136;1;Evening;Loyalty Program;Y;Y;248;313;1;0;N
C0137;1;Evening;Business Related;Y;Y;104;348;1;0;N
C0138;0;Afternoon;Business Related;Y;Y;152;222;4;0;N
C0139;0;Afternoon;Business Related;Y;Y;169;326;3;0;Y
C0140;1;Morning;Others;Y;N;296;366;5;0;N
C0141;0;Morning;Business Related;Y;Y;298;368;5;0;N
C0142;0;Morning;Loyalty Program;Y;Y;246;316;1;0;N
C0143;0;Afternoon;Business Related;Y;Y;171;307;3;0;N
C0144;0;Morning;Business Related;N;N;-1;-1;-1;1;N
C0145;1;Afternoon;Business Related;Y;Y;263;333;1;0;N
C0146;0;Evening;Technical Support;Y;N;97;347;2;0;Y
C0147;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
C0148;0;Afternoon;Others;Y;Y;162;232;5;0;Y
C0149;0;Afternoon;Loyalty Program;N;N;-1;-1;-1;1;Y
C0150;1;Evening;Loyalty Program;Y;N;300;370;5;0;N
C0151;0;Evening;Others;Y;Y;268;338;5;0;Y
C0152;0;Evening;Technical Support;Y;Y;268;338;5;0;N
C0153;0;Afternoon;Others;Y;Y;237;339;3;0;Y
C0154;0;Morning;Others;Y;Y;230;300;5;0;N
C0155;1;Morning;Business Related;Y;Y;143;241;5;0;N
C0156;0;Evening;Others;Y;N;124;255;5;0;N
C0157;0;Evening;Business Related;Y;Y;84;360;1;0;Y
C0158;0;Afternoon;Loyalty Program;N;N;-1;-1;-1;1;N
C0159;1;Evening;Technical Support;Y;Y;246;316;5;0;Y
C0160;0;Morning;Business Related;Y;Y;233;303;2;0;N
C0161;0;Morning;Technical Support;Y;Y;296;366;2;0;N
C0162;1;Afternoon;Loyalty Program;Y;Y;175;245;1;0;N
C0163;0;Evening;Loyalty Program;Y;Y;71;270;5;0;N
C0164;1;Evening;Others;Y;N;222;358;5;0;Y
C0165;0;Morning;Business Related;Y;N;138;276;1;0;N
C0166;0;Morning;Loyalty Program;Y;N;52;241;4;0;N
C0167;0;Morning;Loyalty Program;Y;Y;88;299;4;0;N
C0168;1;Morning;Others;Y;Y;268;338;5;0;N
C0169;0;Evening;Business Related;Y;Y;119;337;5;0;N
C0170;0;Afternoon;Business Related;Y;N;78;262;4;0;N
C0171;0;Afternoon;Business Related;Y;Y;207;277;4;0;N
C0172;0;Evening;Others;Y;Y;256;326;5;0;N
C0173;1;Afternoon;Business Related;Y;Y;215;299;2;0;N
C0174;0;Evening;Business Related;Y;N;294;364;3;0;N
C0175;1;Afternoon;Loyalty Program;Y;Y;212;282;4;0;N
C0176;0;Morning;Others;Y;Y;83;244;4;0;N
C0177;0;Afternoon;Loyalty Program;Y;Y;208;273;4;0;N
C0178;0;Afternoon;Technical Support;Y;Y;190;260;1;0;Y
C0179;1;Morning;Loyalty Program;Y;N;91;325;5;0;Y
C0180;0;Evening;Business Related;Y;Y;182;252;2;0;N
C0181;0;Afternoon;Technical Support;Y;Y;236;330;4;0;N
C0182;0;Evening;Technical Support;Y;Y;83;221;4;0;Y
C0183;1;Evening;Others;Y;Y;216;345;5;0;N
C0184;0;Evening;Loyalty Program;Y;Y;75;341;1;0;N
C0185;0;Morning;Business Related;Y;Y;98;175;1;0;Y
C0186;0;Afternoon;Technical Support;Y;N;160;230;5;0;N
C0187;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
C0188;1;Afternoon;Business Related;Y;Y;170;240;5;0;Y
C0189;1;Evening;Others;Y;Y;210;351;3;0;N
C0190;0;Morning;Others;Y;Y;106;176;2;0;N
C0191;0;Evening;Loyalty Program;Y;N;219;342;4;0;N
C0192;1;Afternoon;Technical Support;Y;Y;118;188;3;0;N
C0193;0;Evening;Others;Y;N;153;223;5;0;N
C0194;1;Evening;Business Related;Y;Y;233;303;1;0;N
C0195;1;Morning;Business Related;Y;Y;260;330;4;0;Y
C0196;1;Evening;Business Related;Y;Y;81;261;2;0;N
C0197;0;Evening;Business Related;Y;Y;247;317;3;0;N
C0198;0;Morning;Technical Support;Y;Y;258;328;4;0;Y
C0199;0;Afternoon;Loyalty Program;Y;Y;252;322;3;0;N
C0200;0;Evening;Business Related;Y;Y;68;197;1;0;N
C0201;0;Morning;Loyalty Program;Y;Y;87;157;2;0;Y
C0202;0;Afternoon;Loyalty Program;Y;Y;208;278;1;0;N
C0203;1;Afternoon;Others;Y;N;222;292;1;0;N
C0204;0;Afternoon;Business Related;Y;N;214;284;2;0;Y
C0205;1;Morning;Business Related;Y;N;249;319;2;0;N
C0206;0;Afternoon;Technical Support;Y;Y;148;218;4;0;N
C0207;0;Afternoon;Business Related;Y;N;234;304;1;0;N
C0208;0;Evening;Technical Support;Y;Y;126;243;4;0;Y
C0209;0;Afternoon;Business Related;Y;Y;181;251;4;0;N
C0210;0;Evening;Others;N;N;-1;-1;-1;1;Y
C0211;0;Morning;Technical Support;Y;N;66;136;4;0;N
C0212;0;Afternoon;Technical Support;Y;Y;52;114;2;0;Y
C0213;0;Evening;Business Related;Y;Y;191;261;4;0;N
C0214;0;Evening;Business Related;Y;N;268;338;3;0;Y
C0215;0;Morning;Business Related;Y;Y;297;367;4;0;N
C0216;1;Afternoon;Technical Support;Y;Y;270;340;2;0;N
C0217;0;Morning;Others;Y;Y;52;122;1;0;Y
C0218;0;Evening;Loyalty Program;Y;N;235;297;5;0;N
C0219;0;Evening;Business Related;Y;Y;284;354;5;0;N
C0220;0;Afternoon;Technical Support;Y;Y;126;310;4;0;N
C0221;0;Morning;Others;Y;Y;291;361;3;0;N
C0222;0;Afternoon;Loyalty Program;Y;Y;93;290;3;0;N
C0223;0;Morning;Others;Y;Y;142;288;4;0;N
C0224;0;Afternoon;Technical Support;Y;Y;64;127;5;0;Y
C0225;1;Evening;Technical Support;N;N;-1;-1;-1;1;Y
C0226;0;Evening;Loyalty Program;Y;Y;204;273;5;0;Y
C0227;0;Morning;Technical Support;Y;Y;166;236;2;0;Y
C0228;0;Afternoon;Loyalty Program;Y;N;102;204;5;0;N
C0229;1;Evening;Business Related;Y;Y;53;274;2;0;N
C0230;1;Morning;Business Related;Y;Y;138;208;1;0;N
C0231;0;Evening;Others;Y;N;109;179;2;0;N
C0232;0;Evening;Business Related;N;N;-1;-1;-1;1;N
C0233;1;Afternoon;Business Related;Y;Y;204;307;2;0;Y
C0234;0;Morning;Business Related;Y;Y;263;333;5;0;N
C0235;0;Morning;Loyalty Program;Y;Y;108;302;3;0;N
C0236;1;Evening;Business Related;Y;Y;260;330;4;0;N
C0237;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
C0238;1;Morning;Technical Support;Y;Y;188;326;4;0;Y
C0239;0;Morning;Others;Y;Y;190;260;2;0;Y
C0240;0;Afternoon;Loyalty Program;Y;Y;272;342;5;0;N
C0241;0;Afternoon;Loyalty Program;Y;Y;295;365;4;0;N
C0242;0;Morning;Business Related;Y;Y;228;294;1;0;N
C0243;1;Afternoon;Business Related;Y;Y;111;181;2;0;N
C0244;0;Evening;Business Related;Y;Y;162;354;2;0;N
C0245;1;Evening;Loyalty Program;Y;Y;177;300;4;0;N
C0246;1;Afternoon;Technical Support;Y;Y;117;221;1;0;N
C0247;0;Afternoon;Others;Y;Y;255;325;5;0;N
C0248;0;Morning;Others;Y;Y;79;351;5;0;N
C0249;0;Evening;Business Related;Y;Y;156;226;1;0;N
C0250;0;Morning;Loyalty Program;Y;Y;146;216;3;0;N
C0251;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;Y
C0252;0;Morning;Business Related;Y;Y;67;319;5;0;N
C0253;0;Afternoon;Loyalty Program;Y;Y;267;337;5;0;Y
C0254;0;Morning;Business Related;Y;Y;289;359;3;0;N
C0255;0;Morning;Technical Support;Y;Y;238;304;3;0;N
C0256;0;Morning;Others;Y;Y;231;301;1;0;N
C0257;1;Afternoon;Others;Y;Y;228;298;2;0;N
C0258;0;Evening;Others;Y;Y;253;323;5;0;N
C0259;0;Morning;Others;Y;N;280;350;2;0;N
C0260;0;Afternoon;Loyalty Program;Y;N;123;283;1;0;N
C0261;1;Afternoon;Business Related;Y;Y;65;149;4;0;N
C0262;1;Evening;Others;Y;Y;224;294;3;0;Y
C0263;0;Evening;Loyalty Program;Y;Y;206;276;3;0;Y
C0264;0;Evening;Technical Support;Y;Y;110;325;4;0;N
C0265;0;Evening;Technical Support;Y;N;287;357;5;0;Y
C0266;0;Afternoon;Loyalty Program;Y;N;277;347;3;0;N
C0267;1;Evening;Business Related;Y;N;207;340;5;0;Y
C0268;1;Morning;Others;Y;Y;112;318;5;0;N
C0269;1;Morning;Business Related;Y;N;167;324;2;0;Y
C0270;0;Evening;Business Related;Y;N;206;276;2;0;N
C0271;0;Morning;Others;Y;Y;140;210;3;0;Y
C0272;0;Evening;Technical Support;Y;Y;61;131;5;0;Y
C0273;1;Afternoon;Business Related;Y;Y;273;343;5;0;Y
C0274;1;Afternoon;Others;Y;Y;261;331;4;0;N
C0275;0;Evening;Business Related;Y;N;201;346;4;0;N
C0276;0;Evening;Others;Y;Y;95;282;5;0;N
C0277;0;Afternoon;Technical Support;Y;Y;248;326;4;0;N
C0278;0;Evening;Others;Y;Y;295;365;1;0;N
C0279;1;Morning;Loyalty Program;Y;Y;286;356;1;0;N
C0280;0;Morning;Business Related;Y;N;111;247;2;0;N
C0281;0;Afternoon;Others;Y;Y;155;302;2;0;N
C0282;0;Afternoon;Technical Support;Y;Y;254;324;2;0;N
C0283;0;Afternoon;Business Related;Y;Y;265;335;2;0;Y
C0284;0;Morning;Loyalty Program;Y;Y;221;291;3;0;N
C0285;0;Evening;Technical Support;Y;Y;246;316;1;0;N
C0286;0;Evening;Technical Support;Y;Y;275;345;3;0;Y
C0287;1;Morning;Business Related;Y;Y;111;176;4;0;N
C0288;1;Afternoon;Business Related;Y;Y;236;306;2;0;Y
C0289;0;Morning;Technical Support;Y;Y;104;313;5;0;N
C0290;0;Afternoon;Business Related;Y;Y;78;144;1;0;N
C0291;0;Evening;Others;Y;Y;121;191;5;0;N
C0292;1;Morning;Technical Support;N;N;-1;-1;-1;1;N
C0293;0;Afternoon;Business Related;N;N;-1;-1;-1;1;N
C0294;0;Morning;Business Related;Y;Y;269;348;1;0;N
C0295;1;Morning;Others;N;N;-1;-1;-1;1;N
C0296;1;Afternoon;Others;Y;Y;67;137;3;0;N
C0297;0;Morning;Technical Support;Y;Y;230;300;5;0;Y
C0298;0;Morning;Business Related;Y;Y;123;193;3;0;N
C0299;0;Afternoon;Others;Y;Y;86;243;1;0;Y
C0300;1;Afternoon;Loyalty Program;Y;Y;176;246;3;0;N
C0301;1;Morning;Others;N;N;-1;-1;-1;1;N
C0302;0;Morning;Loyalty Program;Y;N;288;358;1;0;N
C0303;0;Afternoon;Loyalty Program;Y;Y;250;320;1;0;N
C0304;0;Afternoon;Technical Support;Y;Y;128;198;5;0;N
C0305;0;Afternoon;Business Related;Y;N;193;263;1;0;Y
C0306;0;Evening;Technical Support;N;N;-1;-1;-1;1;N
C0307;0;Evening;Technical Support;Y;Y;240;310;5;0;N
C0308;1;Morning;Others;Y;N;278;348;2;0;Y
C0309;0;Afternoon;Business Related;Y;Y;230;300;1;0;N
C0310;0;Afternoon;Loyalty Program;Y;N;298;368;3;0;N
C0311;0;Evening;Business Related;Y;Y;165;235;4;0;N
C0312;1;Afternoon;Others;Y;Y;254;347;2;0;N
C0313;1;Evening;Business Related;Y;Y;247;317;1;0;N
C0314;1;Afternoon;Loyalty Program;Y;N;78;324;1;0;Y
C0315;0;Afternoon;Loyalty Program;Y;Y;157;227;4;0;Y
C0316;0;Afternoon;Technical Support;Y;Y;266;355;5;0;N
C0317;0;Morning;Business Related;Y;Y;280;350;5;0;N
C0318;0;Morning;Business Related;Y;N;277;347;3;0;Y
C0319;0;Morning;Business Related;Y;Y;53;251;3;0;N
C0320;0;Evening;Technical Support;N;N;-1;-1;-1;1;N
C0321;0;Afternoon;Others;Y;Y;126;249;5;0;N
C0322;0;Afternoon;Others;Y;Y;126;195;5;0;N
C0323;1;Evening;Business Related;Y;Y;166;236;4;0;Y
C0324;0;Evening;Others;Y;Y;230;290;5;0;N
C0325;1;Evening;Business Related;Y;N;171;335;4;0;N
C0326;0;Morning;Loyalty Program;Y;Y;171;241;3;0;N
C0327;1;Evening;Others;Y;N;180;250;1;0;N
C0328;0;Afternoon;Loyalty Program;Y;Y;133;211;1;0;N
C0329;0;Morning;Others;Y;Y;226;296;1;0;N
C0330;0;Evening;Loyalty Program;Y;Y;97;160;4;0;N
C0331;0;Morning;Business Related;Y;N;163;313;2;0;Y
C0332;0;Afternoon;Business Related;Y;Y;97;188;4;0;N
C0333;1;Morning;Loyalty Program;Y;N;262;332;3;0;N
C0334;1;Evening;Technical Support;Y;Y;150;220;5;0;Y
C0335;0;Evening;Technical Support;Y;Y;126;196;1;0;N
C0336;0;Morning;Business Related;Y;Y;164;315;4;0;Y
C0337;0;Morning;Loyalty Program;Y;Y;85;155;4;0;N
C0338;0;Afternoon;Business Related;Y;Y;110;231;1;0;N
C0339;0;Morning;Business Related;Y;Y;215;285;4;0;N
C0340;0;Afternoon;Loyalty Program;Y;N;258;328;1;0;N
C0341;1;Morning;Business Related;Y;N;178;248;5;0;N
C0342;0;Afternoon;Business Related;Y;N;245;323;1;0;N
C0343;0;Afternoon;Loyalty Program;Y;Y;144;214;4;0;Y
C0344;0;Evening;Technical Support;Y;N;251;321;1;0;N
C0345;0;Morning;Technical Support;Y;N;276;346;1;0;N
C0346;0;Evening;Loyalty Program;Y;Y;283;353;3;0;N
C0347;0;Evening;Others;Y;Y;201;304;4;0;N
C0348;0;Evening;Others;Y;Y;183;253;1;0;Y
C0349;0;Evening;Technical Support;Y;Y;289;359;3;0;N
C0350;1;Morning;Technical Support;N;N;-1;-1;-1;1;N
C0351;1;Evening;Others;Y;Y;58;128;2;0;Y
C0352;1;Evening;Technical Support;Y;Y;168;238;3;0;N
C0353;0;Afternoon;Business Related;Y;Y;296;366;2;0;N
C0354;0;Morning;Business Related;N;N;-1;-1;-1;1;N
C0355;0;Afternoon;Business Related;Y;Y;165;339;1;0;N
C0356;0;Evening;Others;Y;Y;96;347;2;0;N
C0357;0;Morning;Others;Y;N;242;312;3;0;N
C0358;0;Afternoon;Loyalty Program;Y;N;189;259;2;0;N
C0359;0;Morning;Technical Support;N;N;-1;-1;-1;1;Y
C0360;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
C0361;0;Evening;Loyalty Program;Y;Y;203;273;5;0;N
C0362;0;Afternoon;Others;Y;N;281;351;2;0;N
C0363;1;Morning;Others;Y;N;251;321;2;0;Y
C0364;1;Evening;Loyalty Program;Y;N;262;332;1;0;N
C0365;1;Evening;Others;Y;Y;82;169;4;0;N
C0366;1;Evening;Others;N;N;-1;-1;-1;1;N
C0367;0;Evening;Others;Y;N;168;238;4;0;N
C0368;0;Morning;Loyalty Program;Y;Y;251;323;5;0;Y
C0369;0;Morning;Others;Y;Y;283;353;3;0;Y
C0370;0;Evening;Technical Support;Y;N;156;222;1;0;N
C0371;0;Morning;Business Related;Y;Y;235;352;4;0;N
C0372;0;Afternoon;Loyalty Program;Y;Y;151;229;3;0;Y
C0373;1;Evening;Others;Y;Y;98;175;5;0;N
C0374;0;Morning;Technical Support;Y;Y;221;291;5;0;N
C0375;0;Afternoon;Others;Y;Y;212;282;4;0;Y
C0376;1;Morning;Business Related;Y;Y;176;246;5;0;N
C0377;0;Afternoon;Business Related;Y;N;64;140;4;0;Y
C0378;0;Evening;Others;Y;Y;149;343;1;0;N
C0379;1;Evening;Others;Y;N;96;171;5;0;Y
C0380;0;Afternoon;Loyalty Program;Y;N;274;344;1;0;Y
C0381;0;Morning;Business Related;Y;Y;115;185;3;0;Y
C0382;0;Afternoon;Business Related;Y;Y;283;353;5;0;N
C0383;1;Evening;Loyalty Program;Y;Y;116;249;3;0;N
C0384;0;Morning;Business Related;Y;N;280;350;3;0;N
C0385;0;Afternoon;Loyalty Program;Y;Y;204;274;3;0;N
C0386;0;Morning;Loyalty Program;Y;Y;267;337;4;0;N
C0387;0;Afternoon;Others;Y;Y;120;201;1;0;N
C0388;1;Evening;Loyalty Program;Y;Y;266;360;5;0;N
C0389;0;Morning;Technical Support;Y;Y;289;359;4;0;N
C0390;0;Afternoon;Business Related;Y;Y;236;306;5;0;Y
C0391;0;Evening;Technical Support;Y;Y;70;140;1;0;N
C0392;0;Evening;Technical Support;Y;Y;203;307;3;0;N
C0393;0;Morning;Loyalty Program;Y;Y;237;307;4;0;N
C0394;1;Evening;Loyalty Program;Y;Y;159;303;4;0;N
C0395;0;Evening;Business Related;Y;Y;215;298;5;0;N
C0396;1;Afternoon;Others;Y;Y;231;301;5;0;N
C0397;0;Afternoon;Business Related;Y;Y;170;243;1;0;Y
C0398;1;Evening;Others;Y;Y;205;275;2;0;N
C0399;1;Evening;Others;Y;N;287;357;2;0;N
C0400;1;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
C0401;0;Morning;Business Related;Y;Y;139;309;2;0;N
C0402;1;Evening;Business Related;Y;Y;269;339;2;0;Y
C0403;0;Morning;Loyalty Program;N;N;-1;-1;-1;1;N
C0404;1;Morning;Technical Support;Y;Y;290;360;4;0;N
C0405;0;Morning;Others;Y;Y;243;313;2;0;N
C0406;0;Afternoon;Business Related;Y;Y;201;271;4;0;N
C0407;0;Evening;Loyalty Program;Y;Y;73;339;1;0;N
C0408;0;Morning;Technical Support;Y;N;145;215;4;0;Y
C0409;0;Afternoon;Business Related;Y;Y;229;358;3;0;N
C0410;0;Evening;Business Related;Y;N;61;270;4;0;N
C0411;0;Evening;Loyalty Program;Y;Y;193;317;1;0;N
C0412;0;Afternoon;Business Related;Y;N;72;246;4;0;Y
C0413;0;Evening;Others;N;N;-1;-1;-1;1;N
C0414;0;Evening;Business Related;Y;Y;109;179;3;0;Y
C0415;0;Afternoon;Business Related;Y;N;272;342;2;0;N
C0416;0;Evening;Technical Support;Y;Y;262;347;4;0;N
C0417;0;Evening;Technical Support;Y;Y;94;285;2;0;N
C0418;0;Afternoon;Loyalty Program;N;N;-1;-1;-1;1;N
C0419;1;Evening;Business Related;Y;Y;274;342;1;0;N
C0420;0;Morning;Technical Support;Y;Y;179;310;4;0;Y
C0421;1;Morning;Technical Support;Y;N;105;175;2;0;N
C0422;0;Evening;Loyalty Program;Y;Y;51;303;4;0;N
C0423;0;Afternoon;Business Related;Y;Y;58;235;4;0;N
C0424;0;Evening;Others;Y;Y;150;220;4;0;N
C0425;0;Morning;Others;Y;Y;266;336;1;0;N
C0426;0;Morning;Business Related;Y;Y;131;351;4;0;Y
C0427;0;Morning;Technical Support;Y;N;297;367;3;0;Y
C0428;0;Morning;Others;Y;N;83;153;4;0;N
C0429;0;Evening;Business Related;Y;Y;171;241;5;0;Y
