Call Id;VIP;Time of Day;Topic;Answered (Y/N);Resolved;Hold Time;Call Time;Satisfaction rating;missing values;Repeat Call
ID0214;1;Afternoon;Technical Support;Y;Y;77;250;2;0;Y
ID0215;1;Afternoon;Contract related;Y;Y;45;182;3;0;N
ID0216;0;Afternoon;Technical Support;N;N;-1;-1;-1;1;N
ID0217;0;Afternoon;Streaming;Y;Y;56;256;4;0;N
ID0218;0;Afternoon;Admin Support;Y;Y;13;236;2;0;Y
ID0219;0;Afternoon;Admin Support;Y;Y;120;410;5;0;Y
ID0220;1;Afternoon;Payment related;Y;Y;22;110;1;0;Y
ID0221;1;Evening;Payment related;Y;Y;81;201;4;0;N
ID0222;0;Evening;Streaming;N;N;-1;-1;-1;1;Y
ID0223;0;Evening;Contract related;Y;Y;71;108;2;0;N
ID0224;1;Evening;Payment related;Y;Y;75;153;4;0;N
ID0225;0;Evening;Technical Support;Y;Y;77;162;4;0;Y
ID0226;0;Evening;Streaming;Y;Y;88;387;4;0;Y
ID0227;0;Evening;Admin Support;Y;Y;82;185;2;0;Y
ID0228;0;Evening;Technical Support;Y;Y;110;390;3;0;Y
ID0229;1;Evening;Admin Support;Y;N;70;152;3;0;Y
ID0230;0;Evening;Admin Support;Y;Y;117;220;3;0;N
ID0231;0;Morning;Streaming;Y;Y;18;110;3;0;N
ID0232;0;Morning;Streaming;Y;Y;113;216;4;0;N
ID0233;0;Morning;Contract related;Y;N;68;209;5;0;Y
ID0234;0;Morning;Payment related;Y;Y;67;254;5;0;Y
ID0235;0;Morning;Technical Support;Y;Y;36;127;5;0;Y
ID0236;0;Morning;Streaming;N;N;-1;-1;-1;1;Y
ID0237;0;Morning;Technical Support;Y;Y;33;150;1;0;N
ID0238;1;Morning;Contract related;Y;Y;113;179;5;0;N
ID0239;0;Morning;Contract related;Y;Y;106;379;3;0;Y
ID0240;0;Morning;Streaming;Y;Y;23;299;3;0;N
ID0241;0;Morning;Streaming;N;N;-1;-1;-1;1;Y
ID0242;0;Morning;Payment related;Y;Y;11;282;1;0;Y
ID0243;1;Morning;Contract related;Y;Y;73;285;5;0;N
ID0244;0;Morning;Admin Support;Y;Y;109;289;5;0;N
ID0245;1;Morning;Payment related;Y;Y;29;254;4;0;Y
ID0246;0;Morning;Streaming;N;N;-1;-1;-1;1;N
ID0247;0;Morning;Admin Support;Y;Y;81;134;4;0;N
ID0248;0;Morning;Contract related;Y;Y;59;232;1;0;Y
ID0249;1;Morning;Streaming;Y;Y;32;389;4;0;N
ID0250;0;Morning;Admin Support;Y;Y;116;102;4;0;Y
ID0251;0;Afternoon;Payment related;Y;Y;92;175;5;0;Y
ID0252;0;Afternoon;Streaming;Y;Y;62;362;5;0;Y
ID0253;1;Afternoon;Payment related;Y;Y;83;173;5;0;Y
ID0254;0;Afternoon;Admin Support;Y;Y;71;151;3;0;N
ID0255;0;Afternoon;Admin Support;Y;N;74;272;3;0;Y
ID0256;0;Afternoon;Technical Support;Y;Y;96;346;4;0;N
ID0257;0;Afternoon;Admin Support;Y;Y;110;161;1;0;N
ID0258;0;Afternoon;Streaming;Y;N;110;218;3;0;N
ID0259;0;Afternoon;Technical Support;Y;Y;117;183;4;0;N
ID0260;0;Afternoon;Admin Support;Y;Y;44;353;3;0;N
ID0261;0;Afternoon;Contract related;Y;Y;47;362;4;0;Y
ID0262;0;Afternoon;Admin Support;Y;Y;97;136;3;0;N
ID0263;1;Afternoon;Streaming;Y;Y;67;159;4;0;N
ID0264;0;Afternoon;Streaming;Y;Y;72;408;3;0;Y
ID0265;1;Afternoon;Contract related;Y;Y;68;261;3;0;Y
ID0266;0;Afternoon;Payment related;Y;Y;98;382;5;0;N
ID0267;0;Afternoon;Streaming;Y;Y;120;116;3;0;N
ID0268;0;Afternoon;Payment related;Y;Y;13;153;1;0;N
ID0269;0;Afternoon;Admin Support;Y;Y;95;167;5;0;Y
ID0270;0;Afternoon;Payment related;Y;Y;31;102;5;0;Y
ID0271;0;Evening;Streaming;Y;Y;113;382;3;0;N
ID0272;1;Evening;Technical Support;Y;Y;116;280;3;0;N
ID0273;0;Evening;Admin Support;Y;N;94;329;5;0;Y
ID0274;1;Evening;Admin Support;Y;N;51;282;4;0;N
ID0275;0;Evening;Technical Support;Y;Y;60;247;4;0;N
ID0276;1;Evening;Contract related;Y;Y;59;364;2;0;Y
ID0277;1;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID0278;0;Evening;Payment related;N;N;-1;-1;-1;1;N
ID0279;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID0280;0;Evening;Contract related;Y;Y;16;213;4;0;N
ID0281;0;Evening;Technical Support;Y;Y;81;171;3;0;Y
ID0282;0;Evening;Streaming;Y;Y;65;406;1;0;N
ID0283;1;Evening;Streaming;Y;Y;55;184;2;0;Y
ID0284;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID0285;0;Evening;Technical Support;Y;Y;31;145;4;0;N
ID0286;1;Evening;Streaming;Y;Y;45;313;2;0;Y
ID0287;0;Morning;Technical Support;N;N;-1;-1;-1;1;Y
ID0288;1;Morning;Payment related;Y;Y;43;129;5;0;Y
ID0289;0;Morning;Technical Support;Y;Y;55;356;4;0;N
ID0290;0;Morning;Contract related;Y;Y;63;139;3;0;N
ID0291;0;Morning;Payment related;N;N;-1;-1;-1;1;Y
ID0292;0;Morning;Contract related;Y;Y;122;352;1;0;Y
ID0293;1;Morning;Contract related;Y;Y;71;159;4;0;Y
ID0294;0;Morning;Technical Support;Y;Y;54;297;4;0;N
ID0295;0;Morning;Streaming;Y;Y;74;202;4;0;N
ID0296;0;Morning;Admin Support;Y;Y;125;287;4;0;Y
ID0297;0;Morning;Payment related;Y;Y;110;223;3;0;N
ID0298;1;Morning;Streaming;N;N;-1;-1;-1;1;Y
ID0299;0;Morning;Technical Support;Y;Y;74;151;5;0;N
ID0300;0;Morning;Payment related;Y;Y;80;267;4;0;N
ID0301;1;Morning;Payment related;N;N;-1;-1;-1;1;Y
ID0302;0;Morning;Contract related;Y;Y;110;234;2;0;Y
ID0303;0;Morning;Payment related;Y;Y;26;188;3;0;N
ID0304;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
ID0305;0;Afternoon;Admin Support;Y;Y;97;167;3;0;N
ID0306;1;Afternoon;Admin Support;Y;N;82;340;3;0;N
ID0307;0;Afternoon;Streaming;Y;N;102;353;5;0;N
ID0308;0;Afternoon;Admin Support;Y;Y;120;112;5;0;Y
ID0309;1;Afternoon;Streaming;Y;Y;70;319;3;0;N
ID0310;1;Afternoon;Admin Support;N;N;-1;-1;-1;1;Y
ID0311;0;Afternoon;Payment related;Y;Y;122;236;3;0;N
ID0312;0;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID0313;1;Afternoon;Payment related;Y;Y;19;115;1;0;N
ID0314;0;Afternoon;Payment related;Y;Y;71;157;4;0;N
ID0315;0;Afternoon;Technical Support;Y;Y;24;299;1;0;N
ID0316;0;Afternoon;Technical Support;Y;Y;67;336;1;0;Y
ID0317;1;Afternoon;Streaming;Y;N;57;254;3;0;N
ID0318;0;Afternoon;Streaming;Y;Y;108;303;4;0;N
ID0319;1;Afternoon;Payment related;Y;Y;99;248;4;0;Y
ID0320;0;Afternoon;Payment related;Y;Y;56;292;1;0;Y
ID0321;0;Afternoon;Payment related;Y;Y;121;237;3;0;N
ID0322;1;Afternoon;Admin Support;N;N;-1;-1;-1;1;Y
ID0323;0;Afternoon;Contract related;Y;Y;72;360;1;0;Y
ID0324;0;Afternoon;Contract related;Y;Y;54;375;4;0;N
ID0325;0;Evening;Admin Support;Y;Y;30;276;3;0;N
ID0326;0;Evening;Payment related;Y;Y;44;124;2;0;N
ID0327;0;Evening;Payment related;Y;N;97;178;4;0;Y
ID0328;0;Evening;Streaming;Y;Y;47;109;3;0;Y
ID0329;0;Evening;Streaming;Y;Y;53;163;3;0;N
ID0330;1;Evening;Contract related;N;N;-1;-1;-1;1;Y
ID0331;0;Evening;Payment related;N;N;-1;-1;-1;1;Y
ID0332;0;Evening;Streaming;N;N;-1;-1;-1;1;N
ID0333;0;Evening;Admin Support;Y;Y;81;225;3;0;Y
ID0334;0;Evening;Contract related;Y;Y;11;94;4;0;Y
ID0335;0;Evening;Payment related;Y;Y;48;113;5;0;Y
ID0336;1;Evening;Contract related;Y;Y;37;414;5;0;N
ID0337;1;Evening;Technical Support;Y;Y;115;214;4;0;Y
ID0338;0;Evening;Payment related;Y;Y;81;113;4;0;N
ID0339;0;Evening;Contract related;N;N;-1;-1;-1;1;Y
ID0340;0;Evening;Admin Support;Y;Y;12;192;5;0;Y
ID0341;1;Evening;Admin Support;Y;Y;75;171;3;0;Y
ID0342;0;Evening;Contract related;Y;Y;42;137;4;0;N
ID0343;1;Evening;Admin Support;Y;Y;96;165;5;0;Y
ID0344;0;Evening;Payment related;Y;Y;58;171;5;0;N
ID0345;0;Morning;Contract related;Y;Y;62;316;5;0;Y
ID0346;1;Morning;Payment related;Y;Y;74;190;5;0;N
ID0347;0;Morning;Technical Support;Y;Y;26;130;3;0;N
ID0348;0;Morning;Technical Support;N;N;-1;-1;-1;1;N
ID0349;0;Morning;Technical Support;Y;Y;40;308;2;0;Y
ID0350;0;Morning;Streaming;Y;Y;12;294;3;0;Y
ID0351;0;Morning;Contract related;Y;Y;114;221;5;0;Y
ID0352;0;Morning;Contract related;Y;Y;85;209;4;0;N
ID0353;1;Morning;Admin Support;Y;Y;52;115;5;0;Y
ID0354;1;Morning;Streaming;Y;Y;60;258;3;0;N
ID0355;1;Morning;Admin Support;Y;Y;76;307;4;0;N
ID0356;0;Morning;Contract related;N;N;-1;-1;-1;1;Y
ID0357;1;Morning;Streaming;N;N;-1;-1;-1;1;N
ID0358;0;Morning;Streaming;Y;Y;25;140;5;0;N
ID0359;0;Morning;Streaming;Y;Y;37;152;3;0;N
ID0360;0;Morning;Admin Support;Y;Y;71;341;3;0;Y
ID0361;1;Morning;Admin Support;Y;Y;76;277;1;0;Y
ID0362;0;Morning;Technical Support;Y;Y;66;410;3;0;N
ID0363;1;Morning;Admin Support;Y;Y;72;205;3;0;Y
ID0364;0;Morning;Admin Support;Y;Y;47;397;5;0;Y
ID0365;1;Afternoon;Payment related;N;N;-1;-1;-1;1;Y
ID0366;0;Afternoon;Payment related;Y;Y;29;171;5;0;Y
ID0367;1;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID0368;0;Afternoon;Contract related;Y;Y;122;160;4;0;N
ID0369;0;Afternoon;Technical Support;Y;Y;52;246;5;0;Y
ID0370;0;Afternoon;Admin Support;Y;Y;33;266;4;0;N
ID0371;1;Afternoon;Payment related;Y;Y;123;204;3;0;N
ID0372;1;Afternoon;Technical Support;Y;Y;23;123;4;0;Y
ID0373;0;Afternoon;Streaming;N;N;-1;-1;-1;1;Y
ID0374;1;Afternoon;Admin Support;Y;N;29;205;5;0;Y
ID0375;0;Afternoon;Contract related;N;N;-1;-1;-1;1;N
ID0376;0;Afternoon;Streaming;Y;Y;54;228;5;0;Y
ID0377;0;Afternoon;Streaming;Y;Y;14;283;4;0;N
ID0378;0;Afternoon;Payment related;Y;Y;11;265;3;0;N
ID0379;0;Afternoon;Payment related;Y;Y;84;299;1;0;Y
ID0380;1;Afternoon;Payment related;Y;Y;21;171;4;0;N
ID0381;0;Afternoon;Technical Support;Y;N;81;310;3;0;Y
ID0382;1;Afternoon;Payment related;N;N;-1;-1;-1;1;Y
ID0383;0;Evening;Admin Support;N;N;-1;-1;-1;1;Y
ID0384;0;Evening;Technical Support;Y;Y;84;382;4;0;N
ID0385;0;Evening;Streaming;Y;Y;118;215;2;0;N
ID0386;1;Evening;Technical Support;Y;Y;35;375;2;0;N
ID0387;0;Evening;Payment related;Y;Y;82;193;3;0;N
ID0388;1;Evening;Streaming;Y;Y;119;183;4;0;N
ID0389;0;Evening;Contract related;Y;Y;107;406;2;0;N
ID0390;0;Evening;Contract related;Y;Y;86;102;4;0;N
ID0391;1;Evening;Streaming;Y;Y;76;143;4;0;Y
ID0392;1;Evening;Streaming;Y;N;78;187;3;0;N
ID0393;0;Evening;Admin Support;Y;Y;118;93;3;0;Y
ID0394;0;Evening;Technical Support;N;N;-1;-1;-1;1;Y
ID0395;0;Evening;Admin Support;Y;Y;47;122;5;0;Y
ID0396;0;Evening;Admin Support;Y;Y;86;178;2;0;N
ID0397;0;Evening;Technical Support;Y;Y;76;352;3;0;Y
ID0398;0;Evening;Payment related;Y;Y;32;203;4;0;N
ID0399;1;Morning;Admin Support;Y;Y;98;213;5;0;N
ID0400;0;Morning;Technical Support;Y;Y;86;97;4;0;N
ID0401;0;Morning;Technical Support;Y;Y;37;125;3;0;N
ID0402;0;Morning;Admin Support;Y;Y;15;267;5;0;N
ID0403;0;Morning;Contract related;Y;Y;114;253;5;0;N
ID0404;0;Morning;Payment related;N;N;-1;-1;-1;1;N
ID0405;1;Morning;Technical Support;N;N;-1;-1;-1;1;N
ID0406;0;Morning;Streaming;N;N;-1;-1;-1;1;N
ID0407;1;Morning;Streaming;Y;N;23;136;3;0;N
ID0408;1;Morning;Payment related;N;N;-1;-1;-1;1;N
ID0409;1;Morning;Admin Support;Y;Y;69;341;3;0;N
ID0410;1;Morning;Contract related;Y;Y;15;370;4;0;Y
